event_id	pos_id	exon_a	exon_b	intron_a	intron_b	strand	gene_id	gene_name	label	ref_junction_a	ref_junction_b	ref_PSI	alt_junction_a	alt_junction_b	alt_PSI	dPSI	OR	p	q	Diff events	WT_F_1_PSI	WT_F_2_PSI	WT_F_3_PSI	KO_F_1_PSI	KO_M_3_PSI	KO_M_4_PSI	p_ttest
FIVE_3177	FIVE@chr1@165601855-165602974@165601855-165604610	chr1:165602974-165604742	chr1:165604610-165604742	chr1:165601855-165602974	chr1:165601855-165604610	-	ENSMUSG00000026566	Mpzl1	unannotated	44	1024	0.04119850187265917	149	627	0.19201030927835053	0.15081180740569136	0.18081480704697986	1.4282105794286957e-25	5.217729316846168e-23	Yes	0.03669724770642202	0.07492795389048991	0.019880715705765408	0.08433734939759036	0.17204301075268819	0.2429245283018868	0.10319911461953123
FIVE_3988	FIVE@chr2@6553982-6560659@6553982-6560671	chr2:6560659-6560790	chr2:6560671-6560790	chr2:6553982-6560659	chr2:6553982-6560671	-	ENSMUSG00000002107	Celf2	unannotated	62	32	0.6595744680851063	1	98	0.010101010101010102	-0.6494734579840963	189.875	4.813186743942892e-25	1.6485164598004405e-22	Yes		0.0	1.0	0.0	0.0	0.02564102564102564	0.5054582250820457
FIVE_1871	FIVE@chr15@84927569-84929372@84927446-84929372	chr15:84927368-84927569	chr15:84927368-84927446	chr15:84927569-84929372	chr15:84927446-84929372	+	ENSMUSG00000016619	Nup50	unannotated	101	492	0.1703204047217538	5	549	0.009025270758122744	-0.16129513396363107	22.540243902439023	7.266166427046138e-25	2.3422701188360495e-22	Yes	0.06779661016949153	0.03587443946188341	0.41968911917098445	0.0	0.028409090909090908	0.0	0.31148497350163584
FIVE_925	FIVE@chr12@111499609-111499984@111499609-111504985	chr12:111499984-111505129	chr12:111504985-111505129	chr12:111499609-111499984	chr12:111499609-111504985	-	ENSMUSG00000113029	Gm40578	unannotated	81	80	0.5031055900621118	112	0	1.0	0.49689440993788825	0.0	7.774063338986276e-24	2.242203531454989e-21	Yes	1.0	1.0	0.0	1.0	1.0	1.0	0.42264973081037427
FIVE_7196	FIVE@chr9@99629962-99637347@99629669-99637347	chr9:99629578-99629962	chr9:99629578-99629669	chr9:99629962-99637347	chr9:99629669-99637347	+	ENSMUSG00000037784	Dzip1l	annotated	54	60	0.47368421052631576	0	139	0.0	-0.47368421052631576	inf	2.3299390337826913e-23	6.384032952564574e-21	Yes	0.38461538461538464	0.52		0.0	0.0	0.0	0.09457450153805207
FIVE_1223	FIVE@chr13@38932916-38933456@38932916-38934738	chr13:38933456-38934807	chr13:38934738-38934807	chr13:38932916-38933456	chr13:38932916-38934738	-	ENSMUSG00000021432	Slc35b3	annotated	0	398	0.0	56	235	0.19243986254295534	0.19243986254295534	0.0	3.7618071308061885e-23	9.816525274675196e-21	Yes	0.0	0.0	0.0	0.33070866141732286	0.0	0.15555555555555556	0.23181799083696422
FIVE_6444	FIVE@chr8@12430731-12431435@12430718-12431435	chr8:12430150-12430731	chr8:12430150-12430718	chr8:12430731-12431435	chr8:12430718-12431435	+	ENSMUSG00000047935	Sox1ot	unannotated	447	284	0.6114911080711354	171	348	0.32947976878612717	-0.2820113392850082	3.203113417346182	5.1288465458951615e-23	1.2775490487047948e-20	Yes	0.3018867924528302	0.6193548387096774	0.707936507936508	0.25157232704402516	0.45390070921985815	0.3059360730593607	0.2333468037728134
FIVE_6888	FIVE@chr9@121852609-121856438@121852609-121856450	chr9:121856438-121856585	chr9:121856450-121856585	chr9:121852609-121856438	chr9:121852609-121856450	-	ENSMUSG00000038412	Higd1a	annotated	0	60	0.0	26	0	1.0	1.0	0.0	1.3851363514978687e-22	2.9194412331570463e-20	Yes			0.0		1.0	1.0	
FIVE_616	FIVE@chr11@60232957-60239010@60232957-60241818	chr11:60239010-60241893	chr11:60241818-60241893	chr11:60232957-60239010	chr11:60232957-60241818	-	ENSMUSG00000000538	Tom1l2	annotated	802	568	0.5854014598540146	478	738	0.3930921052631579	-0.19230935459085668	2.1799899817313926	1.6390427341846018e-22	3.326649697530229e-20	Yes	0.4673913043478261	0.6167800453514739	0.7214854111405835	0.42637362637362636	0.4343065693430657	0.33880903490759756	0.09571852174986663
FIVE_3777	FIVE@chr2@181570598-181571169@181570598-181572470	chr2:181571169-181572486	chr2:181572470-181572486	chr2:181570598-181571169	chr2:181570598-181572470	-	ENSMUSG00000089917	Uckl1	unannotated	15	898	0.01642935377875137	91	553	0.14130434782608695	0.12487499404733557	0.1015076237793387	2.000040057375565e-22	3.914364112292177e-20	Yes	0.0	0.03667481662591687	0.0	0.15267175572519084	0.08148148148148149	0.16194331983805668	0.025949707069424094
FIVE_2420	FIVE@chr17@33538712-33543198@33538701-33543198	chr17:33538571-33538712	chr17:33538571-33538701	chr17:33538712-33543198	chr17:33538701-33543198	+	ENSMUSG00000024299	Adamts10	annotated	137	23	0.85625	42	92	0.31343283582089554	-0.5428171641791044	13.047619047619047	3.964441318117202e-22	7.491427042511126e-20	Yes	0.8472222222222222	0.8636363636363636		0.46153846153846156	0.41379310344827586	0.18181818181818182	0.027343827230930148
FIVE_5538	FIVE@chr6@65856173-65857643@65856123-65857643	chr6:65855949-65856173	chr6:65855949-65856123	chr6:65856173-65857643	chr6:65856123-65857643	+	ENSMUSG00000029913	Prdm5	unannotated	11	237	0.04435483870967742	64	80	0.4444444444444444	0.400089605734767	0.0580168776371308	4.362984938881734e-22	7.969719155023968e-20	Yes	0.10416666666666667	0.07407407407407407	0.0	0.17857142857142858	0.5217391304347826	0.5	0.08231254234497085
FIVE_2973	FIVE@chr19@5498301-5498396@5498301-5498412	chr19:5498396-5498506	chr19:5498412-5498506	chr19:5498301-5498396	chr19:5498301-5498412	-	ENSMUSG00000056185	Snx32	annotated	1014	42	0.9602272727272727	883	170	0.8385565052231719	-0.12167076750410077	4.648115191716551	1.3535295816106776e-21	2.392691002331133e-19	Yes	0.9395604395604396	0.9057750759878419	1.0	0.8779220779220779	0.8279569892473119	0.8071979434447301	0.03634007605594331
FIVE_5729	FIVE@chr7@112345353-112346722@112332039-112346722	chr7:112331896-112345353	chr7:112331896-112332039	chr7:112345353-112346722	chr7:112332039-112346722	+	ENSMUSG00000038244	Mical2	annotated	284	321	0.46942148760330576	509	194	0.7240398293029872	0.2546183416996814	0.33720752315027325	4.641386177874668e-21	7.94837382961037e-19	Yes	0.2532467532467532	0.4956521739130435	0.5927601809954751	0.7272727272727273	0.7342995169082126	0.7132075471698113	0.11010398423367654
FIVE_272	FIVE@chr10@82622824-82622965@82622824-82623153	chr10:82622965-82623228	chr10:82623153-82623228	chr10:82622824-82622965	chr10:82622824-82623153	-	ENSMUSG00000063320	1190007I07Rik	annotated	746	0	1.0	94	22	0.8103448275862069	-0.18965517241379315	inf	1.0725679651882165e-20	1.7811128634034625e-18	Yes	1.0	1.0	1.0	0.9577464788732394	0.7	0.48	0.17280309015879336
FIVE_6755	FIVE@chr9@106444306-106445526@106444306-106447531	chr9:106445526-106447678	chr9:106447531-106447678	chr9:106444306-106445526	chr9:106444306-106447531	-	ENSMUSG00000042210	Abhd14a	annotated	298	724	0.29158512720156554	338	319	0.5144596651445966	0.22287453794303108	0.38846480761057894	7.098529734850155e-20	1.0805539707494125e-17	Yes	0.4847328244274809	0.33433734939759036	0.14018691588785046	0.4639175257731959	0.5041322314049587	0.5795918367346938	0.17953122251891923
FIVE_6849	FIVE@chr9@110115582-110116678@110115582-110116839	chr9:110116678-110117335	chr9:110116839-110117335	chr9:110115582-110116678	chr9:110115582-110116839	-	ENSMUSG00000032480	Dhx30	annotated	184	0	1.0	110	51	0.6832298136645962	-0.31677018633540377	inf	8.713501388776486e-20	1.2565786213288195e-17	Yes	1.0	1.0		0.3684210526315789	0.8	0.7727272727272727	0.12715900436769506
FIVE_4318	FIVE@chr3@88214667-88220079@88209716-88220079	chr3:88209635-88214667	chr3:88209635-88209716	chr3:88214667-88220079	chr3:88209716-88220079	+	ENSMUSG00000097156	Gm3764	unannotated	63	461	0.12022900763358779	1	540	0.0018484288354898336	-0.11838057879809796	73.79609544468546	2.0508591952828834e-19	2.8096770975375504e-17	Yes	0.0	0.20833333333333334	0.20245398773006135	0.0	0.009523809523809525	0.0	0.18980216860868399
FIVE_4822	FIVE@chr5@100787082-100790126@100787082-100790139	chr5:100790126-100790236	chr5:100790139-100790236	chr5:100787082-100790126	chr5:100787082-100790139	-	ENSMUSG00000035266	Helq	annotated	66	4	0.9428571428571428	25	66	0.27472527472527475	-0.6681318681318681	43.56	3.94182037503777e-19	5.2685794280992634e-17	Yes	0.8888888888888888	1.0		0.23255813953488372	0.3333333333333333	0.3055555555555556	0.01857613354767355
FIVE_4309	FIVE@chr3@87919828-87921817@87919705-87921817	chr3:87919506-87919828	chr3:87919506-87919705	chr3:87919828-87921817	chr3:87919705-87921817	+	ENSMUSG00000019710	Mrpl24	annotated	2803	1592	0.6377701934015927	1696	584	0.743859649122807	0.10608945572121431	0.6062713330804969	8.498125790698344e-19	1.0830169612331842e-16	Yes	0.6633221850613155	0.6521428571428571	0.617254528122021	0.7508532423208191	0.7232142857142857	0.7502972651605232	0.0066119009122449866
FIVE_4592	FIVE@chr4@140763462-140765571@140763462-140765575	chr4:140765571-140765637	chr4:140765575-140765637	chr4:140763462-140765571	chr4:140763462-140765575	-	ENSMUSG00000025330	Padi4	unannotated	0	28	0.0	36	0	1.0	1.0	0.0	8.938385352829467e-19	1.113235266670579e-16	Yes	0.0			1.0	1.0	1.0	
FIVE_6159	FIVE@chr7@44983587-44983771@44983587-44984080	chr7:44983771-44984133	chr7:44984080-44984133	chr7:44983587-44983771	chr7:44983587-44984080	-	ENSMUSG00000109324	Prmt1	annotated	28	396	0.0660377358490566	97	213	0.31290322580645163	0.24686548995739505	0.15526398000624805	1.4377154815254425e-18	1.750817964168761e-16	Yes	0.05042016806722689	0.1732283464566929	0.0	0.25471698113207547	0.35714285714285715	0.3358208955223881	0.0232754405538414
FIVE_1427	FIVE@chr14@122900532-122912865@122900532-122913101	chr14:122912865-122913162	chr14:122913101-122913162	chr14:122900532-122912865	chr14:122900532-122913101	-	ENSMUSG00000041625	Ggact	annotated	74	616	0.1072463768115942	169	384	0.30560578661844484	0.19835940980685063	0.2729578114193499	1.730333215292744e-18	2.0613534825661383e-16	Yes	0.16203703703703703	0.1598360655737705	0.0	0.3395348837209302	0.18840579710144928	0.35	0.06854670568713403
FIVE_5743	FIVE@chr7@118592636-118594953@118592609-118594953	chr7:118592516-118592636	chr7:118592516-118592609	chr7:118592636-118594953	chr7:118592609-118594953	+	ENSMUSG00000109284	B230311B06Rik	annotated	407	28	0.9356321839080459	73	50	0.5934959349593496	-0.3421362489486963	9.9559686888454	1.8783131377495582e-18	2.190033190397357e-16	Yes	0.6216216216216216	0.7777777777777778	0.9736842105263158	0.65	0.85	0.47619047619047616	0.423339609701212
FIVE_695	FIVE@chr11@70674255-70674612@70674255-70674661	chr11:70674612-70674834	chr11:70674661-70674834	chr11:70674255-70674612	chr11:70674255-70674661	-	ENSMUSG00000040712	Camta2	unannotated	337	55	0.8596938775510204	398	0	1.0	0.14030612244897955	0.0	2.343151411568e-18	2.6750978615401335e-16	Yes	1.0	1.0	0.6646341463414634	1.0	1.0	1.0	0.42264973081037405
FIVE_5187	FIVE@chr5@52157569-52160230@52157569-52160258	chr5:52160230-52160421	chr5:52160258-52160421	chr5:52157569-52160230	chr5:52157569-52160258	-	ENSMUSG00000029169	Dhx15	unannotated	132	68	0.66	135	0	1.0	0.33999999999999997	0.0	3.0308617256092274e-18	3.389616787007871e-16	Yes	1.0	1.0	0.42857142857142855	1.0	1.0	1.0	0.42264973081037394
FIVE_3382	FIVE@chr1@66701028-66706446@66701017-66706446	chr1:66700831-66701028	chr1:66700831-66701017	chr1:66701028-66706446	chr1:66701017-66706446	+	ENSMUSG00000026005	Rpe	unannotated	305	169	0.6434599156118144	290	31	0.9034267912772586	0.2599668756654442	0.1929198122832075	5.4612949313313774e-18	5.98557924473919e-16	Yes	0.8958333333333334	0.7542857142857143	0.42857142857142855	0.9423076923076923	0.9349593495934959	0.8191489361702128	0.27206826305445975
FIVE_4275	FIVE@chr3@65951554-65952737@65951554-65955204	chr3:65952737-65955276	chr3:65955204-65955276	chr3:65951554-65952737	chr3:65951554-65955204	-	ENSMUSG00000027829	Ccnl1	annotated	86	242	0.2621951219512195	15	365	0.039473684210526314	-0.2227214377406932	8.647382920110193	6.4683609111041836e-18	6.950317214284496e-16	Yes	0.28440366972477066	0.3055555555555556	0.0	0.07692307692307693	0.0	0.04639175257731959	0.25213539301645477
FIVE_89	FIVE@chr10@39132378-39133812@39132378-39133823	chr10:39133812-39133916	chr10:39133823-39133916	chr10:39132378-39133812	chr10:39132378-39133823	-	ENSMUSG00000051736	Fam229b	annotated	62	211	0.2271062271062271	0	217	0.0	-0.2271062271062271	inf	7.577558407038369e-18	7.985580782801974e-16	Yes	0.0	0.1095890410958904	0.3050847457627119	0.0	0.0	0.0	0.26146246221330716
FIVE_4502	FIVE@chr4@124850433-124850522@124850433-124850649	chr4:124850522-124851196	chr4:124850649-124851196	chr4:124850433-124850522	chr4:124850433-124850649	-	ENSMUSG00000078570	1110065P20Rik	annotated	283	78	0.7839335180055401	66	100	0.39759036144578314	-0.386343156559757	5.497280497280498	1.2164071912994634e-17	1.234428038577974e-15	Yes	0.9629629629629629	0.6967213114754098	0.8113207547169812	0.34579439252336447	0.41379310344827586	0.5666666666666667	0.02046648404689573
FIVE_6630	FIVE@chr8@71569448-71570721@71569023-71570721	chr8:71568906-71569448	chr8:71568906-71569023	chr8:71569448-71570721	chr8:71569023-71570721	+	ENSMUSG00000031808	Slc27a1	annotated	1398	1152	0.548235294117647	980	1322	0.4257167680278019	-0.12251852608984515	1.6370429421768709	1.5773999392566345e-17	1.5716639394775195e-15	Yes	0.4472511144130758	0.5578947368421052	0.6116504854368932	0.40978593272171254	0.5227272727272727	0.4066047471620227	0.21139584280393453
FIVE_6221	FIVE@chr7@4751975-4752091@4751975-4752108	chr7:4752091-4752161	chr7:4752108-4752161	chr7:4751975-4752091	chr7:4751975-4752108	-	ENSMUSG00000051811	Cox6b2	annotated	0	315	0.0	30	106	0.22058823529411764	0.22058823529411764	0.0	2.028203289813679e-17	1.949921759329642e-15	Yes	0.0	0.0	0.0	0.1044776119402985	0.08823529411764706	0.5714285714285714	0.24914194528681713
FIVE_2005	FIVE@chr16@22842107-22856755@22842107-22857345	chr16:22856755-22857684	chr16:22857345-22857684	chr16:22842107-22856755	chr16:22842107-22857345	-	ENSMUSG00000004462	Tbccd1	annotated	286	52	0.8461538461538461	143	127	0.5296296296296297	-0.3165242165242165	4.884615384615385	2.0722980686416763e-17	1.9579643820959285e-15	Yes	0.6494845360824743	0.9027027027027027	1.0	0.6179775280898876	0.7	0.38016528925619836	0.11565618665744791
FIVE_30	FIVE@chr10@128281770-128282102@128281708-128282102	chr10:128281649-128281770	chr10:128281649-128281708	chr10:128281770-128282102	chr10:128281708-128282102	+	ENSMUSG00000040033	Stat2	unannotated	58	61	0.48739495798319327	6	131	0.043795620437956206	-0.44359933754523706	20.759562841530055	2.356352005983723e-17	2.1886116936933564e-15	Yes	0.08	0.20833333333333334	1.0	0.06060606060606061	0.0	0.04597701149425287	0.3042021035211928
FIVE_1775	FIVE@chr15@74584432-74586757@74584417-74586757	chr15:74584378-74584432	chr15:74584378-74584417	chr15:74584432-74586757	chr15:74584417-74586757	+	ENSMUSG00000034730	Adgrb1	annotated	968	1188	0.4489795918367347	1398	1037	0.5741273100616017	0.12514771822486698	0.6044084141365973	2.4511009532434333e-17	2.2386722039623357e-15	Yes	0.541015625	0.4626334519572954	0.3757802746566791	0.5652680652680653	0.557919621749409	0.5866551126516465	0.14332833572356982
FIVE_2480	FIVE@chr17@35516430-35516711@35516430-35516759	chr17:35516711-35516824	chr17:35516759-35516824	chr17:35516430-35516711	chr17:35516430-35516759	-	ENSMUSG00000050410	Tcf19	annotated	109	0	1.0	26	29	0.4727272727272727	-0.5272727272727273	inf	2.5766871489028546e-17	2.3147943567192856e-15	Yes	1.0	1.0	1.0	0.5454545454545454	0.4117647058823529	0.2	0.02577392343438112
FIVE_273	FIVE@chr10@82622824-82622965@82622824-82623094	chr10:82622965-82623228	chr10:82623094-82623228	chr10:82622824-82622965	chr10:82622824-82623094	-	ENSMUSG00000063320	1190007I07Rik	annotated	746	92	0.8902147971360382	94	64	0.5949367088607594	-0.2952780882752788	5.520814061054579	3.295617706350295e-17	2.8898206882215127e-15	Yes	0.8559322033898306	0.8424908424908425	0.9544072948328267	0.7727272727272727	0.35	0.4	0.097280237863946
FIVE_6190	FIVE@chr7@45380818-45381825@45380818-45383125	chr7:45381825-45383184	chr7:45383125-45383184	chr7:45380818-45381825	chr7:45380818-45383125	-	ENSMUSG00000063511	Snrnp70	annotated	74	175	0.2971887550200803	110	41	0.7284768211920529	0.43128806617197263	0.15761038961038962	3.322239112371447e-17	2.8898206882215127e-15	Yes	0.5652173913043478	0.7407407407407407	0.20603015075376885	0.9090909090909091	0.5454545454545454	0.6031746031746031	0.40575035738509563
FIVE_997	FIVE@chr12@3901694-3902381@3901657-3902381	chr12:3901549-3901694	chr12:3901549-3901657	chr12:3901694-3902381	chr12:3901657-3902381	+	ENSMUSG00000020661	Dnmt3a	unannotated	98	39	0.7153284671532847	239	2	0.991701244813278	0.27637277765999335	0.021027786718163285	5.142274933939382e-17	4.403072912185596e-15	Yes	1.0	1.0	0.3709677419354839	1.0	0.9722222222222222	1.0	0.44006442145142394
FIVE_6224	FIVE@chr7@49780391-49781121@49780343-49781121	chr7:49780309-49780391	chr7:49780309-49780343	chr7:49780391-49781121	chr7:49780343-49781121	+	ENSMUSG00000030505	Prmt3	annotated	335	100	0.7701149425287356	345	12	0.9663865546218487	0.19627161209311317	0.11652173913043479	7.438716451222825e-17	6.176388811015316e-15	Yes	0.6746987951807228	0.8557213930348259	0.7086092715231788	0.9534883720930233	0.9315068493150684	0.9935483870967742	0.050313542206118424
FIVE_879	FIVE@chr12@103424597-103425587@103424597-103425779	chr12:103425587-103425830	chr12:103425779-103425830	chr12:103424597-103425587	chr12:103424597-103425779	-	ENSMUSG00000041645	Ddx24	unannotated	67	463	0.12641509433962264	2	455	0.00437636761487965	-0.12203872672474299	32.92116630669546	8.397074104706917e-17	6.767053837322633e-15	Yes	0.12307692307692308	0.17559523809523808	0.0	0.0	0.0	0.009950248756218905	0.20519429176130485
FIVE_1874	FIVE@chr15@85811048-85811551@85811048-85811639	chr15:85811551-85811697	chr15:85811639-85811697	chr15:85811048-85811551	chr15:85811048-85811639	-	ENSMUSG00000064284	Cdpf1	annotated	28	204	0.1206896551724138	52	36	0.5909090909090909	0.4702194357366771	0.09502262443438914	9.633191757877507e-17	7.650708816401266e-15	Yes	0.92	0.17857142857142858	0.0	0.6046511627906976	0.6111111111111112	0.5555555555555556	0.5095917169282593
FIVE_3958	FIVE@chr2@5299101-5301492@5299101-5301496	chr2:5301492-5301613	chr2:5301496-5301613	chr2:5299101-5301492	chr2:5299101-5301496	-	ENSMUSG00000039145	Camk1d	unannotated	0	196	0.0	49	151	0.245	0.245	0.0	1.3834303126106202e-16	1.0677743821276335e-14	Yes	0.0	0.0	0.0	0.11363636363636363	0.125	0.391304347826087	0.14667866734880644
FIVE_2272	FIVE@chr17@25269479-25272538@25269479-25273321	chr17:25272538-25274161	chr17:25273321-25274161	chr17:25269479-25272538	chr17:25269479-25273321	-	ENSMUSG00000015120	Ube2i	annotated	362	1272	0.2215422276621787	127	1078	0.1053941908713693	-0.11614803679080941	2.4156638439063043	1.4552461680064045e-16	1.0924313699554927e-14	Yes	0.19806763285024154	0.229957805907173	0.2292225201072386	0.11153846153846154	0.14551083591331268	0.06077348066298342	0.029658165901308813
FIVE_3184	FIVE@chr1@167356195-167356530@167355806-167356530	chr1:167355672-167356195	chr1:167355672-167355806	chr1:167356195-167356530	chr1:167355806-167356530	+	ENSMUSG00000026687	Aldh9a1	unannotated	227	1447	0.13560334528076465	325	941	0.2567140600315956	0.12111071475083093	0.45421721333262455	1.454853891622429e-16	1.0924313699554927e-14	Yes	0.11358574610244988	0.1784452296819788	0.11380880121396054	0.2695214105793451	0.27639751552795033	0.23583180987202926	0.012904467484115221
FIVE_4697	FIVE@chr4@31995010-32002089@31994954-32002089	chr4:31994874-31995010	chr4:31994874-31994954	chr4:31995010-32002089	chr4:31994954-32002089	+	ENSMUSG00000028284	Map3k7	annotated	85	433	0.1640926640926641	6	405	0.014598540145985401	-0.1494941239466787	13.250577367205542	1.638303380399492e-16	1.2132300708904345e-14	Yes	0.02857142857142857	0.06896551724137931	0.4452054794520548	0.0	0.03305785123966942	0.012422360248447204	0.33774867741348086
FIVE_194	FIVE@chr10@75797130-75797680@75797130-75798385	chr10:75797680-75798584	chr10:75798385-75798584	chr10:75797130-75797680	chr10:75797130-75798385	-	ENSMUSG00000001663	Gstt1	annotated	274	1748	0.13550939663699307	407	1282	0.24097098875074008	0.105461592113747	0.49374504523245943	2.0079411820968247e-16	1.4671356903854132e-14	Yes	0.24484536082474226	0.11261261261261261	0.10743801652892562	0.30330882352941174	0.18154761904761904	0.22373300370828184	0.23349159821745066
FIVE_3599	FIVE@chr2@132012652-132029692@132012652-132029751	chr2:132029692-132029876	chr2:132029751-132029876	chr2:132012652-132029692	chr2:132012652-132029751	-	ENSMUSG00000027339	Rassf2	annotated	241	368	0.3957307060755337	352	202	0.6353790613718412	0.2396483552963075	0.3758183053359684	2.6150101157046057e-16	1.8855599255343734e-14	Yes	0.33766233766233766	0.48091603053435117	0.0	0.5991735537190083	0.6370370370370371	0.6836158192090396	0.11960998069317816
FIVE_3731	FIVE@chr2@167060142-167062510@167060142-167062594	chr2:167062510-167063015	chr2:167062594-167063015	chr2:167060142-167062510	chr2:167060142-167062594	-	ENSMUSG00000039501	Znfx1	annotated	5	31	0.1388888888888889	76	8	0.9047619047619048	0.7658730158730158	0.01697792869269949	2.952866596851917e-16	2.0745780706087828e-14	Yes	0.1388888888888889			0.8333333333333334	1.0	1.0	
