event_id	pos_id	exon_a	exon_b	intron_a1	intron_a2	intron_b1	intron_b2	strand	gene_id	gene_name	label	ref_junction_a1	ref_junction_a2	ref_junction_b1	ref_junction_b2	ref_PSI	alt_junction_a1	alt_junction_a2	alt_junction_b1	alt_junction_b2	alt_PSI	dPSI	OR_junction_a1b1	p_junction_a1b1	OR_junction_a1b2	p_junction_a1b2	OR_junction_a2b1	p_junction_a2b1	OR_junction_a2b2	p_junction_a2b2	p_maximum	q	Diff events	WT_F_1_PSI	WT_F_2_PSI	WT_F_3_PSI	KO_F_1_PSI	KO_M_3_PSI	KO_M_4_PSI	p_ttest
MXE_168	MXE@chr4@43518464@43518644-43518719@43519003-43519078@43519227	chr4:43518644-43518719	chr4:43519003-43519078	chr4:43518464-43518644	chr4:43518719-43519227	chr4:43518464-43519003	chr4:43519078-43519227	-	ENSMUSG00000028464	Tpm2	annotated	95	45	123	190	0.3090507726269316	42	9	145	153	0.14613180515759314	-0.16291896746933845	2.6664730933023617	8.699641125919809e-06	1.8214285714285714	0.005430346104355053	5.894308943089431	3.949470144441597e-07	4.026315789473684	8.149315439291676e-05	0.005430346104355053	0.051927684622895195	No	0.10588235294117647	0.4421768707482993	0.2986425339366516	0.09420289855072464	0.14516129032258066	0.19463087248322147	0.2913213784737231
MXE_194	MXE@chr6@70699064@70722562-70722599@70722917-70722954@70726435	chr6:70722562-70722599	chr6:70722917-70722954	chr6:70699064-70722562	chr6:70722599-70726435	chr6:70699064-70722917	chr6:70722954-70726435	+	ENSMUSG00000105646	Gm30211	unannotated	12	92	58	183	0.30144927536231886	13	93	0	65	0.6198830409356725	0.3184337655733536	0.0	9.83125734188736e-09	0.32786885245901637	0.009998579062873866	0.0	4.921528755937461e-15	0.3513719960044656	3.835262814753939e-07	0.009998579062873866	0.0899872115658648	No	0.5138888888888888	0.45652173913043476	0.2026431718061674	0.58	0.7454545454545455	0.5454545454545454	0.1222936074237274
MXE_174	MXE@chr5@137302673@137302780-137302877@137302912-137303040@137307046	chr5:137302780-137302877	chr5:137302912-137303040	chr5:137302673-137302780	chr5:137302877-137307046	chr5:137302673-137302912	chr5:137303040-137307046	-	ENSMUSG00000037364	Srrt	annotated	10	0	890	794	0.0059031877213695395	22	14	842	680	0.023106546854942234	0.017203359133572696	0.43003064351378956	0.03102009167918859	0.38928326081978476	0.012139942136538793	0.0	4.388268284497589e-05	0.0	2.1473984757112754e-05	0.03102009167918859	0.263670779273103	No	0.02702702702702703	0.0	0.0	0.007662835249042145	0.0	0.04597701149425287	0.6308684900168806
MXE_18	MXE@chr11@57289495@57309769-57309883@57310608-57310722@57317666	chr11:57309769-57309883	chr11:57310608-57310722	chr11:57289495-57309769	chr11:57309883-57317666	chr11:57289495-57310608	chr11:57310722-57317666	+	ENSMUSG00000020524	Gria1	annotated	37	45	254	363	0.11731044349070101	14	25	253	344	0.06132075471698113	-0.055989688773719876	2.6324521934758156	0.002954055738421793	2.50452577725305	0.0035068983532015948	1.7929133858267716	0.029891077922230894	1.7057851239669422	0.044489469005216185	0.044489469005216185	0.3403444378899038	No	0.17272727272727273	0.06741573033707865	0.16738197424892703	0.0	0.14788732394366197	0.05325443786982249	0.2836900763977576
MXE_167	MXE@chr4@150241140@150241767-150241825@150242122-150242180@150244005	chr4:150241767-150241825	chr4:150242122-150242180	chr4:150241140-150241767	chr4:150241825-150244005	chr4:150241140-150242122	chr4:150242180-150244005	+	ENSMUSG00000063524	Eno1	annotated	1	0	34502	35401	1.4305333028152895e-05	7	4	28513	29782	0.00018865982917710012	0.00017435449614894722	0.11805940856430683	0.026841280266457344	0.12018223859697265	0.027527713084719886	0.0	0.04192559964857956	0.0	0.043587027268653496	0.043587027268653496	0.3403444378899038	No	0.0	0.0	3.758974551742285e-05	0.00036732632352265947	0.0	0.00012660898923823593	0.2927832372475179
MXE_9	MXE@chr10@80410274@80410398-80410621@80412834-80413062@80413205	chr10:80410398-80410621	chr10:80412834-80413062	chr10:80410274-80410398	chr10:80410621-80413205	chr10:80410274-80412834	chr10:80413062-80413205	-	ENSMUSG00000020167	Tcf3	unannotated	1146	19	37	382	0.735479797979798	443	3	0	301	0.5970548862115127	-0.1384249117682853	0.0	1.3798142206767013e-05	2.038374717832957	1.0049908384985802e-13	0.0	0.04737149712387339	4.990401396160559	0.0039862288935080745	0.04737149712387339	0.3451351933310775	No	0.6940509915014165	0.6471600688468159	0.8369230769230769	0.6334519572953736	0.5866666666666667	0.569620253164557	0.1409032098882274
MXE_10	MXE@chr10@80410274@80410398-80410624@80412827-80413062@80413205	chr10:80410398-80410624	chr10:80412827-80413062	chr10:80410274-80410398	chr10:80410624-80413205	chr10:80410274-80412827	chr10:80413062-80413205	-	ENSMUSG00000020167	Tcf3	annotated	1146	484	469	382	0.6569931479242241	443	311	372	301	0.5283812193412754	-0.1286119285829488	2.0518754181366625	9.976181661363166e-16	2.038374717832957	1.0049908384985802e-13	1.2343976031647002	0.039725682013147814	1.2262756519250517	0.05666873821919745	0.05666873821919745	0.372853415788965	No	0.6883561643835616	0.5956471935853379	0.69140625	0.5221843003412969	0.5195729537366548	0.5392857142857143	0.04799443762219798
MXE_11	MXE@chr10@80410274@80410398-80410624@80412834-80413062@80413205	chr10:80410398-80410624	chr10:80412834-80413062	chr10:80410274-80410398	chr10:80410624-80413205	chr10:80410274-80412834	chr10:80413062-80413205	-	ENSMUSG00000020167	Tcf3	unannotated	1146	484	37	382	0.7955100048804294	443	311	0	301	0.7146919431279621	-0.08081806175246731	0.0	1.3798142206767013e-05	2.038374717832957	1.0049908384985802e-13	0.0	2.24075882905175e-08	1.2262756519250517	0.05666873821919745	0.05666873821919745	0.372853415788965	No	0.788235294117647	0.7172413793103448	0.8697788697788698	0.7481662591687042	0.7019230769230769	0.6894977168949772	0.2093176580966333
MXE_82	MXE@chr17@46502495@46502613-46502687@46502688-46502786@46503089	chr17:46502613-46502687	chr17:46502688-46502786	chr17:46502495-46502613	chr17:46502687-46503089	chr17:46502495-46502688	chr17:46502786-46503089	-	ENSMUSG00000040327	Cul9	annotated	197	286	0	0	1.0	193	264	5	5	0.9785867237687366	-0.021413276231263434	inf	0.060923760749830885	inf	0.060923760749830885	inf	0.026236584056209634	inf	0.026236584056209634	0.060923760749830885	0.372853415788965	No	1.0	1.0	1.0	0.9795918367346939	0.9642857142857143	0.9874213836477987	0.07787333400614307
MXE_112	MXE@chr1@52200651@52201170-52201219@52204346-52204516@52207301	chr1:52201170-52201219	chr1:52204346-52204516	chr1:52200651-52201170	chr1:52201219-52207301	chr1:52200651-52204346	chr1:52204516-52207301	-	ENSMUSG00000026103	Gls	unannotated	8	0	33	47	0.09090909090909091	23	45	4	55	0.5354330708661418	0.44452397995705084	0.04216073781291173	8.354252596319732e-08	0.4070305272895467	0.06044379022731482	0.0	7.338442671654414e-19	0.0	4.472754625079375e-10	0.06044379022731482	0.372853415788965	No	0.23529411764705882	0.0		0.7307692307692307	0.1724137931034483	0.6111111111111112	0.15757750667176276
MXE_198	MXE@chr7@113552002@113553642-113553813@113554117-113554288@113561376	chr7:113553642-113553813	chr7:113554117-113554288	chr7:113552002-113553642	chr7:113553813-113561376	chr7:113552002-113554117	chr7:113554288-113561376	+	ENSMUSG00000030759	Far1	annotated	456	568	19	0	0.9817833173537871	470	335	34	26	0.930635838150289	-0.05114747920349805	1.7361702127659575	0.06619085055681012	inf	3.480865626148261e-08	3.0340926944226236	0.0001264811934350572	inf	1.201130845854455e-11	0.06619085055681012	0.3895076975073826	No	0.9604863221884499	0.985981308411215	1.0	0.9578313253012049	0.927007299270073	0.9201388888888888	0.04499501105301236
MXE_207	MXE@chr7@28894659@28895121-28895186@28895432-28895512@28896089	chr7:28895121-28895186	chr7:28895432-28895512	chr7:28894659-28895121	chr7:28895186-28896089	chr7:28894659-28895432	chr7:28895512-28896089	-	ENSMUSG00000054808	Actn4	annotated	95	22	814	542	0.07942973523421588	80	48	963	742	0.06983087834151663	-0.00959885689269925	1.4048679361179361	0.038687241558638764	1.625691881918819	0.003356990438304565	0.5422297297297297	0.01970926452504613	0.627460024600246	0.08175597763001675	0.08175597763001675	0.46328387323676157	No	0.040293040293040296	0.0681198910081744	0.23316062176165803	0.03692762186115214	0.10467706013363029	0.07920792079207921	0.579929669736151
MXE_227	MXE@chr8@95134859@95137809-95137865@95137915-95138119@95142432	chr8:95137809-95137865	chr8:95137915-95138119	chr8:95134859-95137809	chr8:95137865-95142432	chr8:95134859-95137915	chr8:95138119-95142432	-	ENSMUSG00000031788	Kifc3	annotated	0	5	1825	1009	0.0017611835153222965	9	0	1436	688	0.004219409282700422	0.002458225767378125	0.0	0.0006336145632120707	0.0	0.0003075675249193347	inf	0.07146517428233916	inf	0.08545752531447942	0.08545752531447942	0.46696433475411975	No	0.005793742757821553	0.0	0.0	0.0	0.0	0.00949367088607595	0.7593653098888864
MXE_19	MXE@chr11@6313979@6316765-6316855@6316978-6317080@6334533	chr11:6316765-6316855	chr11:6316978-6317080	chr11:6313979-6316765	chr11:6316855-6334533	chr11:6313979-6316978	chr11:6317080-6334533	+	ENSMUSG00000020456	Ogdh	annotated	71	59	1248	1669	0.0426649163111257	86	91	1144	1322	0.06696935300794551	0.024304436696819816	0.7567829457364341	0.09923605810115656	0.6539356528766703	0.010567919336272644	0.5943223443223443	0.0023912582889474565	0.5135535524990288	9.803529817357582e-05	0.09923605810115656	0.5235557548095501	No	0.046460176991150445	0.05341712490180676	0.022988505747126436	0.037408759124087594	0.11205432937181664	0.07306889352818371	0.2605968439808183
MXE_225	MXE@chr8@94861839@94862074-94862143@94862182-94862233@94862521	chr8:94862074-94862143	chr8:94862182-94862233	chr8:94861839-94862074	chr8:94862143-94862521	chr8:94861839-94862182	chr8:94862233-94862521	+	ENSMUSG00000031783	Polr2c	annotated	0	0	2580	2091	0.0	5	2	1428	1207	0.0026495079485238456	0.0026495079485238456	0.0	0.005780081118967535	0.0	0.006617560890137663	0.0	0.1271123762059058	0.0	0.1341519468709526	0.1341519468709526	0.6841749290418583	No	0.0	0.0	0.0	0.0021598272138228943	0.0	0.005405405405405406	0.2496410667651604
MXE_44	MXE@chr14@121586342@121591311-121591354@121591812-121591879@121594336	chr14:121591311-121591354	chr14:121591812-121591879	chr14:121586342-121591311	chr14:121591354-121594336	chr14:121586342-121591812	chr14:121591879-121594336	-	ENSMUSG00000025558	Dock9	annotated	7	6	37	24	0.17567567567567569	90	29	92	30	0.49377593360995853	0.31810025793428287	0.1933933933933934	3.700475755536201e-05	0.09722222222222222	1.2630899722872855e-07	0.5144454799627214	0.19859823962804402	0.25862068965517243	0.011079942151041546	0.19859823962804402	0.8681580189454495	No	0.40625	0.0	0.0	0.6346153846153846	0.5257731958762887	0.3804347826086957	0.08897416608319937
MXE_45	MXE@chr14@121586342@121591311-121591354@121591812-121591948@121594336	chr14:121591311-121591354	chr14:121591812-121591948	chr14:121586342-121591311	chr14:121591354-121594336	chr14:121586342-121591812	chr14:121591948-121594336	-	ENSMUSG00000025558	Dock9	annotated	7	6	37	40	0.14444444444444443	90	29	92	34	0.4857142857142857	0.3412698412698413	0.1933933933933934	3.700475755536201e-05	0.0661111111111111	6.174622629851756e-12	0.5144454799627214	0.19859823962804402	0.17586206896551723	0.00033983481303286587	0.19859823962804402	0.8681580189454495	No	0.22033898305084745	0.0		0.4852941176470588	0.5795454545454546	0.39325842696629215	0.13059396084076882
MXE_99	MXE@chr19@37288208@37290044-37290188@37290670-37290814@37295883	chr19:37290044-37290188	chr19:37290670-37290814	chr19:37288208-37290044	chr19:37290188-37295883	chr19:37288208-37290670	chr19:37290814-37295883	-	ENSMUSG00000056999	Ide	annotated	21	35	1168	1440	0.021021021021021023	64	52	1288	1417	0.04112017015242822	0.020099149131407198	0.3618364726027397	3.273854053549345e-05	0.3228841145833333	2.4812675929848626e-06	0.7422286617492097	0.19089153728390246	0.6623263888888888	0.06478425351717562	0.19089153728390246	0.8681580189454495	No	0.014347202295552367	0.023003194888178913	0.024875621890547265	0.053631284916201116	0.030789825970548863	0.03816793893129771	0.07751635916679601
MXE_173	MXE@chr5@131440693@131443456-131443678@131443756-131443805@131445399	chr5:131443456-131443678	chr5:131443756-131443805	chr5:131440693-131443456	chr5:131443678-131445399	chr5:131440693-131443756	chr5:131443805-131445399	-	ENSMUSG00000029673	Auts2	annotated	42	27	0	0	1.0	85	68	7	8	0.9107142857142857	-0.0892857142857143	inf	0.0977569695160172	inf	0.05729776156259766	inf	0.18503367110946564	inf	0.10701684515481523	0.18503367110946564	0.8681580189454495	No	1.0	1.0		0.7903225806451613	1.0	0.9473684210526315	0.29946019566704185
MXE_218	MXE@chr8@121104558@121105574-121105687@121105718-121105831@121106870	chr8:121105574-121105687	chr8:121105718-121105831	chr8:121104558-121105574	chr8:121105687-121106870	chr8:121104558-121105718	chr8:121105831-121106870	-	ENSMUSG00000031816	Mthfsd	annotated	36	331	29	39	0.8436781609195402	76	269	2	55	0.8582089552238806	0.014530794304340455	0.032667876588021776	5.515437123830967e-10	0.6680161943319838	0.19153076117715429	0.08486091526727342	7.2591671717051265e-06	1.7352969211705271	0.014530205880677646	0.19153076117715429	0.8681580189454495	No	0.9354838709677419	0.8342541436464088	0.6176470588235294	0.7588235294117647	0.8695652173913043	0.9714285714285714	0.5668773500236882
MXE_83	MXE@chr17@46976090@46980320-46980418@46980489-46980587@46981354	chr17:46980320-46980418	chr17:46980489-46980587	chr17:46976090-46980320	chr17:46980418-46981354	chr17:46976090-46980489	chr17:46980587-46981354	-	ENSMUSG00000023977	Ubr2	annotated	190	163	165	136	0.5397553516819572	371	215	121	146	0.6869871043376319	0.14723175265567467	0.3755615453728661	4.304781607019485e-11	0.5497859521166958	6.883729648145698e-05	0.5559689922480621	0.00022740745484544077	0.8138850889192887	0.2063418895655484	0.2063418895655484	0.8769530306535807	No	0.45625	0.78839590443686	0.24378109452736318	0.7093023255813954	0.6402116402116402	0.6945812807881774	0.3627849496553708
MXE_2	MXE@chr10@121825694@121828729-121828762@121829227-121829329@121831885	chr10:121828729-121828762	chr10:121829227-121829329	chr10:121825694-121828729	chr10:121828762-121831885	chr10:121825694-121829227	chr10:121829329-121831885	-	ENSMUSG00000020121	Srgap1	annotated	46	36	0	0	1.0	85	65	0	0	1.0	0.0		1.0		1.0		1.0		1.0	1.0	1.0	No	1.0	1.0		1.0	1.0	1.0	
MXE_3	MXE@chr10@23106288@23109832-23109932@23109971-23110071@23111560	chr10:23109832-23109932	chr10:23109971-23110071	chr10:23106288-23109832	chr10:23109932-23111560	chr10:23106288-23109971	chr10:23110071-23111560	-	ENSMUSG00000010461	Eya4	annotated	0	0	50	12	0.0	0	0	58	34	0.0	0.0		1.0		1.0		1.0		1.0	1.0	1.0	No		0.0		0.0	0.0	0.0	
MXE_4	MXE@chr10@39622727@39622903-39623091@39639564-39639766@39640276	chr10:39622903-39623091	chr10:39639564-39639766	chr10:39622727-39622903	chr10:39623091-39640276	chr10:39622727-39639564	chr10:39639766-39640276	-	ENSMUSG00000087177	E130307A14Rik	annotated	63	0	165	240	0.1346153846153846	51	0	102	300	0.11258278145695365	-0.02203260315843096	0.7636363636363637	0.25455814780919767	1.5441176470588236	0.038852621565684656		1.0		1.0	1.0	1.0	No	0.08029197080291971	0.2157676348547718	0.0	0.15492957746478872	0.036585365853658534	0.11353711790393013	0.9692690966784088
MXE_5	MXE@chr10@53633715@53634302-53634395@53635400-53635434@53638177	chr10:53634302-53634395	chr10:53635400-53635434	chr10:53633715-53634302	chr10:53634395-53638177	chr10:53633715-53635400	chr10:53635434-53638177	-	ENSMUSG00000019856	Fam184a	annotated	4	0	0	26	0.13333333333333333	43	0	4	78	0.344	0.21066666666666664	inf	1.0	0.27906976744186046	0.02615499747657946		1.0		1.0	1.0	1.0	No	0.4444444444444444	0.0		0.3793103448275862	0.39622641509433965	0.2558139534883721	0.6811006492917417
MXE_7	MXE@chr10@60106656@60115073-60115081@60121232-60121240@60121478	chr10:60115073-60115081	chr10:60121232-60121240	chr10:60106656-60115073	chr10:60115081-60121478	chr10:60106656-60121232	chr10:60121240-60121478	+	ENSMUSG00000058297	Spock2	annotated	0	0	445	456	0.0	0	0	576	591	0.0	0.0		1.0		1.0		1.0		1.0	1.0	1.0	No	0.0	0.0	0.0	0.0	0.0	0.0	
MXE_13	MXE@chr11@112664956@112669201-112669327@112670237-112670405@112672084	chr11:112669201-112669327	chr11:112670237-112670405	chr11:112664956-112669201	chr11:112669327-112672084	chr11:112664956-112670237	chr11:112670405-112672084	-	ENSMUSG00000041674	BC006965	annotated	51	78	0	0	1.0	42	34	0	0	1.0	0.0		1.0		1.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MXE_14	MXE@chr11@121214070@121214760-121214924@121215171-121215335@121216893	chr11:121214760-121214924	chr11:121215171-121215335	chr11:121214070-121214760	chr11:121214924-121216893	chr11:121214070-121215171	chr11:121215335-121216893	+	ENSMUSG00000039307	Hexdc	annotated	76	0	0	0	1.0	61	0	0	0	1.0	0.0		1.0		1.0		1.0		1.0	1.0	1.0	No	1.0	1.0		1.0	1.0	1.0	
